food_code,food_name,food_category,representative_food,serving_basis,calories,carbs,protein,fat,sugar,sodium,source
D220-737000000-0008,스무디_구슬 솜사탕 스무디,음료 및 차류,스무디,100g,63,,0.86,,7.34,22,식품의약품안전처
D220-737000000-0007,스무디_구슬 소다 스무디,음료 및 차류,스무디,100g,80,,1.11,,9.72,40,식품의약품안전처
D220-737000000-0797,스무디_구슬 바닐라카페 스무디,음료 및 차류,스무디,100ml,73,,1.11,,7.22,21,식품의약품안전처
D220-737000000-0796,스무디_구슬 민트초코 스무디,음료 및 차류,스무디,100ml,92,,1.39,,10.83,28,식품의약품안전처
D220-737000000-0795,스무디_구구쉑 플러스,음료 및 차류,스무디,100ml,90,,1.67,,13.47,20,식품의약품안전처
D220-737000000-0794,스무디_구구쉑,음료 및 차류,스무디,100ml,74,,1.53,,10.83,17,식품의약품안전처
D220-737000000-0004,스무디_골든펄 돌체 밀크티 스무디,음료 및 차류,스무디,100g,89,,0.42,,7.61,15,식품의약품안전처
D220-737000000-0793,스무디_골드키위 썬샤인 스무디 (S),음료 및 차류,스무디,100ml,74,,0.28,,16.95,2,식품의약품안전처
D220-737000000-0792,스무디_골드키위 썬샤인 스무디 (R),음료 및 차류,스무디,100ml,74,,0.21,,16.91,2,식품의약품안전처
D220-737000000-0791,스무디_골드키위 썬샤인 스무디 (L),음료 및 차류,스무디,100ml,74,,0.17,,17.09,2,식품의약품안전처
D220-737000000-0790,스무디_골드망고 스무디,음료 및 차류,스무디,100ml,35,8.61,0.14,0.05,6.5,4,식품의약품안전처
D220-737000000-0003,스무디_곡성 멜론 스무디,음료 및 차류,스무디,100g,80,17.23,0.85,0.64,15.53,127,식품의약품안전처
D220-737000000-0434,스무디_곡물 스무디,음료 및 차류,스무디,100g,128,,1.89,,10.75,31,식품의약품안전처
D220-737000000-0002,스무디_고구마 프로스트 (R),음료 및 차류,스무디,100g,94,,1.37,,11.26,20,식품의약품안전처
D220-737000000-0001,스무디_고구마 프로스트 (L),음료 및 차류,스무디,100g,104,,1.51,,12.34,21,식품의약품안전처
D220-737000000-0789,스무디_고구마 스무디,음료 및 차류,스무디,100ml,68,,1.13,,9.86,13,식품의약품안전처
D220-737000000-0788,스무디_가니 리틀 캐리비안 웨이,음료 및 차류,스무디,100ml,56,,0.28,,12.71,3,식품의약품안전처
D220-737000000-0432,스무디_20.6칼로리 슬림 플레인 요거트 스무디,음료 및 차류,스무디,100g,21,,1.96,,1.74,17,식품의약품안전처
D406-340000000-0001,숭어 매운탕,찌개 및 전골류,숭어 매운탕,100ml,51,4.11,6.8,0.87,1.56,241,식품의약품안전처
D506-291270000-0001,순두부찌개_해물,찌개 및 전골류,순두부찌개,100ml,29,1.41,4.09,0.85,0.61,134,식품의약품안전처
D506-291141500-0001,순두부찌개_배추김치_돼지고기,찌개 및 전골류,순두부찌개,100ml,29,1.55,3.55,1.02,0.67,150,식품의약품안전처
D506-291320000-0001,순두부찌개_모듬,찌개 및 전골류,순두부찌개,100ml,25,1.36,3,0.84,0.61,122,식품의약품안전처
D106-291030000-0001,순두부찌개_김치,찌개 및 전골류,순두부찌개,100g,35,2.17,2.98,1.59,0.32,151,식품의약품안전처
D306-291000000-0005,순두부찌개_간편조리세트_해물짬뽕순두부,찌개 및 전골류,순두부찌개,100g,53,3.53,3.31,2.81,1.27,339,식품의약품안전처
D306-291000000-0004,순두부찌개_간편조리세트_짬뽕순두부찌개,찌개 및 전골류,순두부찌개,100g,51,3.2,3.82,2.52,0.7,422,식품의약품안전처
D306-291000000-0002,순두부찌개_간편조리세트_우삼겹 순두부찌개,찌개 및 전골류,순두부찌개,100g,43,2.44,3.54,2.09,1.2,296,식품의약품안전처
D306-291000000-0001,순두부찌개_간편조리세트_강릉식 짬뽕 순두부,찌개 및 전골류,순두부찌개,100g,42,2.78,3.78,1.74,1.04,375,식품의약품안전처
D406-290000000-0001,순대전골,찌개 및 전골류,순대전골,100ml,76,6.28,5.61,3.18,0.68,160,식품의약품안전처
D610-483320000-0001,순대볶음_채소,볶음류,순대볶음,100ml,99,17.27,2,2.67,2.53,334,식품의약품안전처
D310-483240000-0001,순대볶음_백순대,볶음류,순대볶음,100g,196,22.45,3.62,10.23,1.69,443,식품의약품안전처
D710-483180000-0001,순대볶음_떡,볶음류,순대볶음,100ml,92,13.27,2.74,3.42,2.29,216,식품의약품안전처
D410-483100000-0001,순대볶음_곱창,볶음류,순대볶음,100ml,115,13.19,5.45,4.74,2.63,312,식품의약품안전처
D310-483000000-0002,순대볶음_간편조리세트_신림동 백순대볶음,볶음류,순대볶음,100g,210,21.08,4.56,11.98,2.89,368,식품의약품안전처
D310-483000000-0001,순대볶음_간편조리세트_매콤 깻잎 순대볶음,볶음류,순대볶음,100g,166,22.51,2.89,7.12,3.71,573,식품의약품안전처
D610-483000000-0001,순대볶음,볶음류,순대볶음,100ml,100,12.34,3.31,4.43,2.6,270,식품의약품안전처
D305-234000000-0002,순대국_간편조리세트_얼큰순대국,국 및 탕류,순대국,100g,9,0,1.7,0,0.4,207,식품의약품안전처
D605-234000000-0001,순대국,국 및 탕류,순대국,100ml,25,1.56,2,1.28,0.35,128,식품의약품안전처
D607-337000000-0001,순대,찜류,순대,100ml,165,20.61,5.5,6.55,0.76,271,식품의약품안전처
D501-072000000-0001,순 현미밥,밥류,순 현미밥,100ml,129,27.59,2.6,0.72,0.41,8,식품의약품안전처
D613-585000000-0001,숙주미나리나물,나물·숙채류,숙주미나리나물,100ml,18,1.69,1.04,0.99,0.26,178,식품의약품안전처
D513-584074300-0001,숙주나물_숙주_채소,나물·숙채류,숙주나물,100ml,19,1.89,1.12,0.97,0.22,169,식품의약품안전처
D613-584070200-0001,숙주나물_숙주_게맛살,나물·숙채류,숙주나물,100ml,28,3.71,1.84,0.9,0.78,280,식품의약품안전처
D713-584070000-0001,숙주나물_숙주,나물·숙채류,숙주나물,100ml,15,1.53,1.05,0.74,0.04,168,식품의약품안전처
D413-584150000-0001,숙주나물_미나리,나물·숙채류,숙주나물,100ml,18,1.97,1.1,0.84,0.41,165,식품의약품안전처
D413-584000000-0001,숙주나물,나물·숙채류,숙주나물,100ml,10,0.82,0.9,0.53,0.12,200,식품의약품안전처
D703-160050000-0001,수제비_김치,면 및 만두류,수제비,100ml,67,12.81,2.6,0.29,0.35,178,식품의약품안전처
D503-160520000-0001,수제비_감자,면 및 만두류,수제비,100ml,88,17.65,2.9,0.27,0.48,96,식품의약품안전처
D303-160000000-0003,수제비_간편조리세트_해물 백짬뽕 수제비,면 및 만두류,수제비,100g,79,10.76,3.63,2.4,1.14,407,식품의약품안전처
D303-160000000-0002,수제비_간편조리세트_우삼겹 짬뽕 수제비,면 및 만두류,수제비,100g,110,13.51,3.62,4.58,1.94,397,식품의약품안전처
D303-160000000-0001,수제비_간편조리세트_들깨버섯 수제비,면 및 만두류,수제비,100g,83,14.83,2.88,1.34,0.83,415,식품의약품안전처
D103-160000000-0001,수제비,면 및 만두류,수제비,100g,58,11.08,2.31,0.52,0,142,식품의약품안전처
D407-335136000-0001,수육_소고기_꼬리,찜류,수육,100ml,84,0,6,6.27,0,16,식품의약품안전처
D407-335130000-0001,수육_소고기,찜류,수육,100ml,145,1.34,22.3,4.93,0.4,655,식품의약품안전처
D302-066000000-0001,수수팥떡,빵 및 과자류,수수팥떡,100g,204,43.03,6.7,0.59,2.82,242,식품의약품안전처
D302-065000000-0001,수수부꾸미,빵 및 과자류,수수부꾸미,100g,248,42.1,5.73,6.29,0.24,261,식품의약품안전처
D701-021000000-0001,수수밥,밥류,수수밥,100ml,120,26.3,2.21,0.17,0.02,3,식품의약품안전처
D302-064000000-0001,수수경단,빵 및 과자류,수수경단,100g,218,43.1,8.2,1.4,,238,농촌진흥청(국가표준식품성분표)
D420-758000000-0001,수박화채,음료 및 차류,수박화채,100ml,42,7.79,1.2,0.87,5.78,9,식품의약품안전처
D307-334160000-0001,수란_중탕,찜류,수란,100g,145,0.2,12.3,11.7,,110,농촌진흥청(국가표준식품성분표)
D302-063390000-0001,송편_팥,빵 및 과자류,송편,100g,200,43.6,5.4,0.4,,466,농촌진흥청(국가표준식품성분표)
D302-063360000-0001,송편_콩,빵 및 과자류,송편,100g,194,41.66,5.24,0.75,1.26,234,식품의약품안전처
D102-063040000-0001,송편_깨,빵 및 과자류,송편,100g,219,42.83,4.65,3.23,1.98,260,식품의약품안전처
D302-063020000-0001,송편_검정콩,빵 및 과자류,송편,100g,200,41.2,6.9,0.8,,463,농촌진흥청(국가표준식품성분표)
D406-339000000-0001,송어 매운탕,찌개 및 전골류,송어 매운탕,100ml,54,4.03,6.6,1.35,1.56,247,식품의약품안전처
D305-233000000-0001,소탕,국 및 탕류,소탕,100g,58,1.27,5.1,3.57,0.02,236,식품의약품안전처
D408-428000000-0001,소안심스테이크,구이류,소안심스테이크,100ml,197,2.64,16.6,12.51,1.57,242,식품의약품안전처
D512-604000000-0001,소시지튀김,튀김류,소시지튀김,100ml,280,18.39,12.3,16.61,1.23,880,식품의약품안전처
D711-559150000-0001,소시지조림_어묵,조림류,소시지조림,100ml,223,16.02,10.8,12.86,4.4,682,식품의약품안전처
D711-559000000-0001,소시지조림,조림류,소시지조림,100ml,234,12.89,11.9,15.02,4.22,1048,식품의약품안전처
D710-482320000-0001,소시지볶음_채소,볶음류,소시지볶음,100ml,119,6.78,5.74,7.61,2.19,391,식품의약품안전처
D510-482000000-0001,소시지볶음,볶음류,소시지볶음,100ml,136,9.04,6.5,8.32,2.62,415,식품의약품안전처
D227-761000000-0001,소시지_그릴소시지,수·조·어·육류,소시지,100g,220,,15,,2,730,식품의약품안전처
D410-523000000-0001,소시지 케첩볶음,볶음류,소시지 케첩볶음,100ml,252,12.93,11.5,17.08,4.63,631,식품의약품안전처
D218-705000000-0001,소스/드레싱_이디야초콜릿디핑소스,"장류, 양념류",소스/드레싱,100g,280,,2.5,,47.5,0,식품의약품안전처
D318-705000000-0001,소스/드레싱_간편조리세트_오야꼬동 (밥제외),"장류, 양념류",소스/드레싱,100g,116,7.66,8.93,5.54,5.93,530,식품의약품안전처
D202-098000000-0014,소세지빵_후라잉소시지포테이토,빵 및 과자류,소세지빵,100g,308,,9.17,,5,567,식품의약품안전처
D202-098000000-0019,소세지빵_허니마요 소세지,빵 및 과자류,소세지빵,100g,321,26.6,11,18.9,3.6,510,식품의약품안전처
D202-098000000-0026,소세지빵_탱글탱글뽀드득소시지,빵 및 과자류,소세지빵,100g,265,,10.45,,8.21,582,식품의약품안전처
D202-098000000-0018,소세지빵_탱글탱글 뽀드득 소시지,빵 및 과자류,소세지빵,100g,250,24.63,10.45,12.69,8.21,582,식품의약품안전처
D202-098000000-0013,소세지빵_추억의소시지빵,빵 및 과자류,소세지빵,100g,262,,5.38,,6.92,354,식품의약품안전처
D202-098000000-0012,소세지빵_오징어깨임,빵 및 과자류,소세지빵,100g,286,,10.92,,2.52,605,식품의약품안전처
D202-098000000-0010,소세지빵_스모크소시지빵 할라피뇨,빵 및 과자류,소세지빵,100g,335,,12,,3,739,식품의약품안전처
D202-098000000-0011,소세지빵_스모크 소시지빵,빵 및 과자류,소세지빵,100g,346,,12.4,,3.88,727,식품의약품안전처
D202-098000000-0009,소세지빵_소시지조리빵,빵 및 과자류,소세지빵,100g,285,,10,,8,530,식품의약품안전처
D202-098000000-0008,소세지빵_소시지소프트프랑스,빵 및 과자류,소세지빵,100g,315,25.31,9.88,19.14,6.17,593,식품의약품안전처
D202-098000000-0007,소세지빵_소시지빵(낙엽빵),빵 및 과자류,소세지빵,100g,298,,11.7,,5.32,581,식품의약품안전처
D202-098000000-0028,소세지빵_소시지빵,빵 및 과자류,소세지빵,100g,204,28.75,6.25,7.5,10,334,식품의약품안전처
D202-098000000-0027,소세지빵_소세지빵,빵 및 과자류,소세지빵,100g,260,,9.87,,0.52,353,식품의약품안전처
D202-098000000-0005,소세지빵_뽀드득그릴소시지,빵 및 과자류,소세지빵,100g,248,,7.83,,5.22,557,식품의약품안전처
D202-098000000-0025,소세지빵_매콤할라 소시지빵,빵 및 과자류,소세지빵,100g,353,,10.72,,4.47,643,식품의약품안전처
D202-098000000-0004,소세지빵_롱소시지 빼로야,빵 및 과자류,소세지빵,100g,341,,14.81,,3.7,787,식품의약품안전처
D202-098000000-0003,소세지빵_든든한통소시지빵,빵 및 과자류,소세지빵,100g,276,,8.82,,5.29,541,식품의약품안전처
D202-098000000-0002,소세지빵_돌돌말린모짜렐라치즈소시지,빵 및 과자류,소세지빵,100g,292,,12.8,,2.4,728,식품의약품안전처
D202-098000000-0024,소세지빵_낙엽소시지브레드,빵 및 과자류,소세지빵,100g,287,,8.09,,7.35,559,식품의약품안전처
D202-098000000-0023,소세지빵_길어서 더 든든한 롱롱소시지빵,빵 및 과자류,소세지빵,100g,292,,10.12,,7.14,673,식품의약품안전처
D202-098000000-0001,소세지빵_감자샐러드 소세지빵,빵 및 과자류,소세지빵,100g,319,,10.37,,4.44,609,식품의약품안전처
D202-098000000-0022,소세지빵_NEW추억의소시지빵,빵 및 과자류,소세지빵,100g,342,,10,,9.17,600,식품의약품안전처
D202-098000000-0021,소세지빵_NEW어니언소시지포카치아,빵 및 과자류,소세지빵,100g,336,,11.82,,3.64,582,식품의약품안전처
D202-098000000-0020,소세지빵_NEW고소한후랑크소시지,빵 및 과자류,소세지빵,100g,327,,12.25,,9.18,694,식품의약품안전처
D507-370000000-0001,소사태찜,찜류,소사태찜,100ml,137,10.44,12.6,4.65,2.9,246,식품의약품안전처
D508-386070000-0001,소불고기_버섯,구이류,소불고기,100ml,88,4.72,7.48,4.34,1.95,155,식품의약품안전처
D108-386000000-0001,소불고기,구이류,소불고기,100g,170,4.26,16.41,9.66,3.24,418,식품의약품안전처
D202-097000000-0024,소보로빵_튀김 소보로,빵 및 과자류,소보로빵,100g,394,,7.06,,22.35,176,식품의약품안전처
D202-097140000-0007,소보로빵_클래식딸기잼맘모스,빵 및 과자류,소보로빵,100g,403,,6.49,,21.08,338,식품의약품안전처
D202-097000000-0032,소보로빵_클래식딸기잼 맘모스,빵 및 과자류,소보로빵,100g,401,,6.49,,21.08,338,식품의약품안전처
D202-097140000-0006,소보로빵_치치모스(소),빵 및 과자류,소보로빵,100g,346,,7.5,,19.17,325,식품의약품안전처
D202-097140000-0005,소보로빵_치치모스(대),빵 및 과자류,소보로빵,100g,348,,7.5,,19.17,325,식품의약품안전처
D202-097000000-0023,소보로빵_찹쌀숨은 소보루,빵 및 과자류,소보로빵,100g,290,,8,,11,397,식품의약품안전처
D202-097000000-0021,소보로빵_쫄깃한 찰떡맘모스 (H),빵 및 과자류,소보로빵,100g,338,,6.88,,13.75,256,식품의약품안전처
D202-097000000-0020,소보로빵_쫄깃한 찰떡맘모스 (1/8),빵 및 과자류,소보로빵,100g,338,,7.5,,15,263,식품의약품안전처
D202-097000000-0019,소보로빵_쫄깃한 찰떡맘모스 (1/4),빵 및 과자류,소보로빵,100g,338,,6.25,,13.75,263,식품의약품안전처
D202-097000000-0022,소보로빵_쫄깃한 찰떡맘모스,빵 및 과자류,소보로빵,100g,339,,6.88,,14.06,259,식품의약품안전처
D202-097000000-0041,소보로빵_진짜고구마소보로,빵 및 과자류,소보로빵,100g,345,,5.04,,22.69,202,식품의약품안전처
D202-097000000-0031,소보로빵_진짜고구마 소보로,빵 및 과자류,소보로빵,100g,348,,6.09,,22.61,191,식품의약품안전처
D202-097000000-0040,소보로빵_왕단팥소보루,빵 및 과자류,소보로빵,100g,296,,7.69,,18.46,200,식품의약품안전처
D202-097000000-0018,소보로빵_쑥이듬뿍 맘모스,빵 및 과자류,소보로빵,100g,331,,8.06,,19.35,203,식품의약품안전처
D202-097000000-0017,소보로빵_스위트밀크브레드,빵 및 과자류,소보로빵,100g,305,,8,,18,350,식품의약품안전처
D202-097000000-0030,소보로빵_소보루생크림빵,빵 및 과자류,소보로빵,100g,355,40,6.36,19.09,13.64,218,식품의약품안전처
D202-097000000-0015,소보로빵_소보루빵,빵 및 과자류,소보로빵,100g,383,,9.72,,18.06,575,식품의약품안전처
D202-097000000-0038,소보로빵_소보루 완두앙금빵,빵 및 과자류,소보로빵,100g,248,,5.71,,20,248,식품의약품안전처
D202-097000000-0014,소보로빵_소보로빵,빵 및 과자류,소보로빵,100g,356,54.2,9.3,11.3,11.2,237,식품의약품안전처
D202-097000000-0012,소보로빵_생크림소보루,빵 및 과자류,소보로빵,100g,370,,6.96,,17.39,200,식품의약품안전처
