food_code,food_name,food_category,representative_food,serving_basis,calories,carbs,protein,fat,sugar,sodium,source
D220-752000000-0135,허브차_민트크루 핫(HOT) (L),음료 및 차류,허브차,100g,0,0,0,0,0,6,식품의약품안전처
D220-752000000-0019,허브차_민트크루 아이스(ICED) (L),음료 및 차류,허브차,100g,0,,0,,0,7,식품의약품안전처
D220-752000000-0018,허브차_민트 핫(HOT) (L),음료 및 차류,허브차,100g,0,,0,,,2,식품의약품안전처
D220-752000000-0017,허브차_민트 아이스(ICED) (L),음료 및 차류,허브차,100g,0,,0,,,1,식품의약품안전처
D220-752000000-0016,허브차_민트 블렌드티 핫(HOT) (Tall),음료 및 차류,허브차,100g,0,,0,,0,0,식품의약품안전처
D220-752000000-0015,허브차_민트 블렌드티 아이스(ICED) (Tall),음료 및 차류,허브차,100g,0,,0,,0,0,식품의약품안전처
D220-752000000-0134,허브차_메도우 캐모마일티 핫(HOT),음료 및 차류,허브차,100ml,0,0,0.04,0,,3,식품의약품안전처
D220-752000000-0133,허브차_메도우 캐모마일티 아이스(ICED),음료 및 차류,허브차,100ml,0,0,0.04,0,,3,식품의약품안전처
D220-752000000-0014,허브차_루이보스오렌지 핫(HOT),음료 및 차류,허브차,100g,0,,0,,0,0,식품의약품안전처
D220-752000000-0013,허브차_루이보스오렌지 아이스(ICED),음료 및 차류,허브차,100g,0,,0,,0,0,식품의약품안전처
D220-752000000-0084,허브차_루이보스 핫(HOT),음료 및 차류,허브차,100g,0,,0,,0.21,1,식품의약품안전처
D220-752000000-0082,허브차_루이보스 아이스(ICED),음료 및 차류,허브차,100g,0,,0,,0.21,1,식품의약품안전처
D220-752000000-0012,허브차_루이보스 슈가플럼,음료 및 차류,허브차,100g,2,,0,,0.36,0,식품의약품안전처
D220-752000000-0132,허브차_루이보스 레몬,음료 및 차류,허브차,100ml,1,,0,,0,1,식품의약품안전처
D220-752000000-0010,허브차_로얄 캐모마일 핫(HOT),음료 및 차류,허브차,100g,3,0.5,0,,0,0,식품의약품안전처
D220-752000000-0009,허브차_로얄 캐모마일 아이스(ICED),음료 및 차류,허브차,100g,2,0.47,0,,0,0,식품의약품안전처
D220-752000000-0081,허브차_레몬밤 민트티 핫(HOT),음료 및 차류,허브차,100g,44,,0.04,,9.89,3,식품의약품안전처
D220-752000000-0080,허브차_레몬밤 민트티 아이스(ICED),음료 및 차류,허브차,100g,35,,0.03,,7.92,3,식품의약품안전처
D220-752000000-0079,허브차_레몬밤,음료 및 차류,허브차,100g,1,,0.04,,0,0,식품의약품안전처
D220-752000000-0008,허브차_레몬 사과 블렌드티 핫(HOT) (L),음료 및 차류,허브차,100g,1,,0.07,,0,2,식품의약품안전처
D220-752000000-0007,허브차_레몬 사과 블렌드티 아이스(ICED) (L),음료 및 차류,허브차,100g,1,,0.07,,0,2,식품의약품안전처
D220-752000000-0006,허브차_그린루이보스 핫(HOT),음료 및 차류,허브차,100g,2,,0,,0,1,식품의약품안전처
D220-752000000-0005,허브차_그린루이보스 아이스(ICED),음료 및 차류,허브차,100g,2,,0,,0,1,식품의약품안전처
D220-752000000-0129,허브차_그린 루이보스 핫(HOT) (EX),음료 및 차류,허브차,100ml,2,,0,,0,2,식품의약품안전처
D220-752000000-0128,허브차_그린 루이보스 핫(HOT),음료 및 차류,허브차,100ml,2,,0,,0,1,식품의약품안전처
D220-752000000-0127,허브차_그린 루이보스 아이스(ICED) (EX),음료 및 차류,허브차,100ml,2,,0,,0,2,식품의약품안전처
D220-752000000-0126,허브차_그린 루이보스 아이스(ICED),음료 및 차류,허브차,100ml,2,,0,,0,1,식품의약품안전처
D220-752000000-0004,허브차_국화차 핫(HOT) (L),음료 및 차류,허브차,100g,1,,0,,0,1,식품의약품안전처
D220-752000000-0003,허브차_국화차 아이스(ICED) (L),음료 및 차류,허브차,100g,1,,0,,0,1,식품의약품안전처
D220-752000000-0002,허브차_감잎차 핫(HOT) (L),음료 및 차류,허브차,100g,0,,0.04,,0,1,식품의약품안전처
D220-752000000-0001,허브차_감잎차 아이스(ICED) (L),음료 및 차류,허브차,100g,0,,0.04,,0,1,식품의약품안전처
D202-124000000-0046,허니브레드_허니카라멜브레드,빵 및 과자류,허니브레드,100g,312,,4.4,,8.97,345,식품의약품안전처
D202-124000000-0045,허니브레드_허니초코브레드,빵 및 과자류,허니브레드,100g,310,,4.44,,6.81,342,식품의약품안전처
D202-124000000-0044,허니브레드_허니브레드볼,빵 및 과자류,허니브레드,100g,340,,5.92,,7.65,222,식품의약품안전처
D202-124000000-0058,허니브레드_허니브레드,빵 및 과자류,허니브레드,100g,300,,4.04,,17.65,318,식품의약품안전처
D202-124000000-0056,허니브레드_허니브래드,빵 및 과자류,허니브레드,100g,308,,6.09,,7.17,338,식품의약품안전처
D202-124000000-0036,허니브레드_허니버터 브레드,빵 및 과자류,허니브레드,100g,416,,8.42,,12.63,751,식품의약품안전처
D202-124000000-0055,허니브레드_허니 카라멜 브레드,빵 및 과자류,허니브레드,100g,333,,4.02,,17.41,368,식품의약품안전처
D202-124000000-0034,허니브레드_허니 브레드+젤라또,빵 및 과자류,허니브레드,100g,290,,4,,16,104,식품의약품안전처
D202-124000000-0033,허니브레드_허니 브레드+생크림,빵 및 과자류,허니브레드,100g,310,,4.29,,14.29,314,식품의약품안전처
D202-124000000-0054,허니브레드_허니 버터볼,빵 및 과자류,허니브레드,100g,200,,36,,12,,식품의약품안전처
D202-124000000-0032,허니브레드_허니 버터 브레드,빵 및 과자류,허니브레드,100g,404,51.48,8.15,17.78,10,432,식품의약품안전처
D202-124000000-0031,허니브레드_허니 넛트 브레드,빵 및 과자류,허니브레드,100g,433,37.72,7.02,28.51,10.53,270,식품의약품안전처
D202-124000000-0030,허니브레드_피넛버터브레드,빵 및 과자류,허니브레드,100g,354,,10.98,,7.95,306,식품의약품안전처
D202-124000000-0029,허니브레드_토피넛 브레드,빵 및 과자류,허니브레드,100g,217,,4.01,,20.43,207,식품의약품안전처
D202-124000000-0028,허니브레드_카라멜브레드,빵 및 과자류,허니브레드,100g,381,,6.63,,13.26,318,식품의약품안전처
D202-124000000-0026,허니브레드_카라멜 시나몬 브레드,빵 및 과자류,허니브레드,100g,299,,6.4,,9.85,368,식품의약품안전처
D202-124000000-0053,허니브레드_젤라또 허니브레드,빵 및 과자류,허니브레드,100g,290,,4,,16,104,식품의약품안전처
D202-124000000-0052,허니브레드_젤라또 브레드,빵 및 과자류,허니브레드,100g,257,,6.96,,9.57,253,식품의약품안전처
D202-124000000-0024,허니브레드_올리브치즈브레드,빵 및 과자류,허니브레드,100g,433,,19.26,,1.48,1022,식품의약품안전처
D202-124000000-0051,허니브레드_애플 허니브레드,빵 및 과자류,허니브레드,100g,305,,4.13,,15,280,식품의약품안전처
D202-124000000-0023,허니브레드_애플 시나몬 허니 브레드,빵 및 과자류,허니브레드,100g,305,,4,,15,280,식품의약품안전처
D202-124000000-0022,허니브레드_시나몬 멜츠 브레드,빵 및 과자류,허니브레드,100g,443,,7.27,,28.18,294,식품의약품안전처
D202-124000000-0021,허니브레드_스모크드 소시지 브레드,빵 및 과자류,허니브레드,100g,306,,8.24,,4.12,579,식품의약품안전처
D202-124000000-0050,허니브레드_생크림 허니브레드,빵 및 과자류,허니브레드,100g,310,,4.29,,14.29,314,식품의약품안전처
D202-124000000-0020,허니브레드_생크림 망고 브래드,빵 및 과자류,허니브레드,100g,225,,3.06,,14.17,291,식품의약품안전처
D202-124000000-0019,허니브레드_생크림 딸기 브래드,빵 및 과자류,허니브레드,100g,191,,2.83,,7.2,272,식품의약품안전처
D202-124000000-0018,허니브레드_생딸기 크림 브레드,빵 및 과자류,허니브레드,100g,218,,3.81,,2.86,196,식품의약품안전처
D202-124000000-0017,허니브레드_살사부기 브레드,빵 및 과자류,허니브레드,100g,214,,9.41,,4.71,492,식품의약품안전처
D202-124000000-0016,허니브레드_베리 브레드,빵 및 과자류,허니브레드,100g,202,,2.83,,15.43,192,식품의약품안전처
D202-124000000-0049,허니브레드_미니 허니브레드 플레인,빵 및 과자류,허니브레드,100g,330,,7.69,,15.38,366,식품의약품안전처
D202-124000000-0014,허니브레드_미니 허니브레드 카라멜,빵 및 과자류,허니브레드,100g,324,,6.5,,19.17,350,식품의약품안전처
D202-124000000-0013,허니브레드_미니 허니브레드 초코,빵 및 과자류,허니브레드,100g,320,,5.92,,19.24,320,식품의약품안전처
D202-124000000-0012,허니브레드_무화과브레드&이즈니버터,빵 및 과자류,허니브레드,100g,239,,7.88,,7.27,491,식품의약품안전처
D202-124000000-0011,허니브레드_메이플 허니브레드,빵 및 과자류,허니브레드,100g,327,,6.07,10.71,15.36,382,식품의약품안전처
D202-124000000-0048,허니브레드_메이플 넛 프레드,빵 및 과자류,허니브레드,100g,354,,5.42,,16.25,310,식품의약품안전처
D202-124000000-0010,허니브레드_메이플 넛 브레드,빵 및 과자류,허니브레드,100g,336,,7.14,,12.61,275,식품의약품안전처
D202-124000000-0009,허니브레드_리치골드브레드,빵 및 과자류,허니브레드,100g,309,,12.96,,8.04,403,식품의약품안전처
D202-124000000-0007,허니브레드_갈릭치즈브레드,빵 및 과자류,허니브레드,100g,369,,11.01,,5.34,449,식품의약품안전처
D202-124000000-0006,허니브레드_갈릭치즈 허니브레드,빵 및 과자류,허니브레드,100g,323,,12.31,7.69,,538,식품의약품안전처
D202-124000000-0005,허니브레드_갈릭부기 브레드,빵 및 과자류,허니브레드,100g,214,,9.41,,4.71,492,식품의약품안전처
D202-124000000-0004,허니브레드_갈릭버터 브레드,빵 및 과자류,허니브레드,100g,408,,8.42,,5.26,747,식품의약품안전처
D202-124000000-0003,허니브레드_갈릭&치즈 브레드,빵 및 과자류,허니브레드,100g,392,,6.88,,20.97,490,식품의약품안전처
D202-124000000-0047,허니브레드_갈릭 허니브레드,빵 및 과자류,허니브레드,100g,320,,3.91,,17.39,296,식품의약품안전처
D202-124000000-0002,허니브레드_갈릭 치즈 브레드,빵 및 과자류,허니브레드,100g,273,,7.2,,7.6,491,식품의약품안전처
D202-124000000-0001,허니브레드_갈릭 버터 브레드,빵 및 과자류,허니브레드,100g,365,53.13,10.42,12.5,4.17,313,식품의약품안전처
D510-504000000-0001,햄채소볶음,볶음류,햄채소볶음,100ml,296,14.04,11.6,21.92,8.28,594,식품의약품안전처
D609-444000000-0001,햄전,전·적 및 부침류,햄전,100ml,241,8.44,19.54,13.5,1.26,731,식품의약품안전처
D614-724000000-0001,햄샐러드,생채·무침류,햄샐러드,100ml,107,13.49,3.6,4.4,4.74,190,식품의약품안전처
D602-149320000-0001,햄샌드위치_치즈,빵 및 과자류,햄샌드위치,100ml,252,26.33,8.3,12.58,2.48,446,식품의약품안전처
D702-149000000-0001,햄샌드위치,빵 및 과자류,햄샌드위치,100ml,192,19.19,5.4,10.38,2.16,289,식품의약품안전처
D309-443000000-0001,햄부침,전·적 및 부침류,햄부침,100g,244,11.3,11.3,17.1,1,716,식품의약품안전처
D110-503320000-0001,햄볶음_채소,볶음류,햄볶음,100g,183,9.6,10.47,11.37,3.33,803,식품의약품안전처
D202-123000000-0045,햄버거_핫트러플머쉬룸와퍼,빵 및 과자류,햄버거,100g,254,,12.28,,2.46,448,식품의약품안전처
D202-123000000-0044,햄버거_핫치폴레버거,빵 및 과자류,햄버거,100g,262,,11.86,,6.84,407,식품의약품안전처
D202-123320000-0027,햄버거_할라피뇨치즈버거,빵 및 과자류,햄버거,100g,304,,26.85,,3.89,674,식품의약품안전처
D202-123320000-0026,햄버거_할라피뇨더블치즈버거,빵 및 과자류,햄버거,100g,299,,18.06,,3.13,674,식품의약품안전처
D202-123170000-0024,햄버거_한우불고기,빵 및 과자류,햄버거,100g,217,,8.93,,5.7,304,식품의약품안전처
D202-123000000-0043,햄버거_하와이안버거,빵 및 과자류,햄버거,100g,239,,10.55,,7.53,327,식품의약품안전처
D202-123000000-0042,햄버거_프레쉬버거,빵 및 과자류,햄버거,100g,264,,11.88,,6.22,251,식품의약품안전처
D202-123000000-0041,햄버거_트리플 베이컨,빵 및 과자류,햄버거,100g,253,,12.94,,3.53,656,식품의약품안전처
D202-123000000-0040,햄버거_트러플 머쉬룸 와퍼,빵 및 과자류,햄버거,100g,234,,11.39,,1.85,368,식품의약품안전처
D202-123320000-0025,햄버거_통모짜치즈버거,빵 및 과자류,햄버거,100g,278,,13.01,,4.48,420,식품의약품안전처
D202-123000000-0039,햄버거_통마늘 베이컨,빵 및 과자류,햄버거,100g,271,,11.86,,3.61,472,식품의약품안전처
D202-123000000-0038,햄버거_텍사스스테이크버거,빵 및 과자류,햄버거,100g,229,,13.04,,5.31,370,식품의약품안전처
D202-123000000-0037,햄버거_클럽 샌드위치 버거,빵 및 과자류,햄버거,100g,198,,10.33,,3.72,805,식품의약품안전처
D202-123320000-0024,햄버거_클래식치즈버거,빵 및 과자류,햄버거,100g,298,,10.09,,6.54,482,식품의약품안전처
D202-123000000-0036,햄버거_크리스퍼 클래식 BLT,빵 및 과자류,햄버거,100g,240,,11.38,,2.85,637,식품의약품안전처
D202-123000000-0035,햄버거_크리스퍼 클래식,빵 및 과자류,햄버거,100g,257,,11.31,,4.07,629,식품의약품안전처
D202-123000000-0034,햄버거_크리스퍼 치폴레,빵 및 과자류,햄버거,100g,221,,10.88,,2.51,674,식품의약품안전처
D202-123320000-0023,햄버거_콰트로치즈와퍼주니어,빵 및 과자류,햄버거,100g,263,,11.73,,2.24,465,식품의약품안전처
D202-123320000-0022,햄버거_콰트로치즈와퍼,빵 및 과자류,햄버거,100g,268,,12.99,,1.81,498,식품의약품안전처
D202-123320000-0021,햄버거_치킨치즈마요버거,빵 및 과자류,햄버거,100g,328,,10.26,,2.05,575,식품의약품안전처
D402-123460000-0001,햄버거_치킨,빵 및 과자류,햄버거,100ml,123,13.92,7.5,4.06,2.37,265,식품의약품안전처
D202-123320000-0020,햄버거_치즈와퍼주니어,빵 및 과자류,햄버거,100g,251,,10.71,,2.38,463,식품의약품안전처
D202-123320000-0019,햄버거_치즈와퍼,빵 및 과자류,햄버거,100g,258,,11.29,,2.26,507,식품의약품안전처
D202-123320000-0018,햄버거_치즈버거,빵 및 과자류,햄버거,100g,292,,12.31,,4.62,589,식품의약품안전처
D302-123320000-0001,햄버거_치즈,빵 및 과자류,햄버거,100g,284,21.51,15.07,15.35,4.66,525,식품의약품안전처
D202-123000000-0033,햄버거_와퍼주니어,빵 및 과자류,햄버거,100g,241,,10.9,,2.56,356,식품의약품안전처
D202-123000000-0032,햄버거_와퍼,빵 및 과자류,햄버거,100g,247,,10.49,,3.5,384,식품의약품안전처
D202-123000000-0031,햄버거_오리지널스 메이플갈릭,빵 및 과자류,햄버거,100g,269,,12.96,,5.25,334,식품의약품안전처
D202-123000000-0030,햄버거_오리지널스 뉴욕스테이크,빵 및 과자류,햄버거,100g,269,,16.61,,3.26,574,식품의약품안전처
D202-123000000-0029,햄버거_오리지널,빵 및 과자류,햄버거,100g,232,,8.99,,4.23,340,식품의약품안전처
D202-123000000-0028,햄버거_에드워드리 비프버거,빵 및 과자류,햄버거,100g,258,,12.39,,5.73,373,식품의약품안전처
D202-123170000-0023,햄버거_에그불고기버거,빵 및 과자류,햄버거,100g,329,,13.67,,6.07,387,식품의약품안전처
D202-123000000-0027,햄버거_에그베이컨버거,빵 및 과자류,햄버거,100g,280,,13.09,,4.49,443,식품의약품안전처
D202-123170000-0022,햄버거_에그김치불고기버거,빵 및 과자류,햄버거,100g,222,,10.02,,4.23,565,식품의약품안전처
D202-123170000-0021,햄버거_시그니처불고기버거,빵 및 과자류,햄버거,100g,236,,7.74,,7.39,480,식품의약품안전처
D202-123320000-0016,햄버거_시그니처,빵 및 과자류,햄버거,100g,249,,9.86,,4.23,534,식품의약품안전처
D202-123000000-0026,햄버거_스위스허니더블치즈,빵 및 과자류,햄버거,100g,235,,11,,3.14,598,식품의약품안전처
D202-123000000-0025,햄버거_스리라차커틀릿버거,빵 및 과자류,햄버거,100g,235,,9.48,,2.15,531,식품의약품안전처
D202-123170000-0020,햄버거_소불고기버거,빵 및 과자류,햄버거,100g,291,,10.46,,6.84,316,식품의약품안전처
D302-123234903-0001,햄버거_소고기패티_토마토_양상추,빵 및 과자류,햄버거,100g,229,18.01,9.55,13.23,4.78,378,농촌진흥청(국가표준식품성분표)
D302-123230000-0001,햄버거_소고기패티,빵 및 과자류,햄버거,100g,271,35.76,11.94,8.94,6.59,594,농촌진흥청(국가표준식품성분표)
D202-123170000-0019,햄버거_새우불고기버거,빵 및 과자류,햄버거,100g,238,,7.58,,7.77,418,식품의약품안전처
D202-123000000-0024,햄버거_빅핫치폴레버거,빵 및 과자류,햄버거,100g,239,,9.96,,5.55,367,식품의약품안전처
D202-123320000-0015,햄버거_빅할라피뇨치즈버거,빵 및 과자류,햄버거,100g,306,,19.07,,3.21,601,식품의약품안전처
D202-123320000-0014,햄버거_빅할라피뇨더블치즈버거,빵 및 과자류,햄버거,100g,299,,13.93,,2.49,602,식품의약품안전처
D202-123000000-0023,햄버거_빅하와이안버거,빵 및 과자류,햄버거,100g,276,,11.8,,10.1,390,식품의약품안전처
D202-123000000-0022,햄버거_빅프레쉬버거,빵 및 과자류,햄버거,100g,258,,11.36,,5.02,248,식품의약품안전처
D202-123320000-0013,햄버거_빅클래식치즈버거,빵 및 과자류,햄버거,100g,282,,14.78,,5.79,492,식품의약품안전처
D202-123170000-0018,햄버거_빅에그불고기버거,빵 및 과자류,햄버거,100g,308,,13.67,,4.56,330,식품의약품안전처
D202-123000000-0021,햄버거_빅에그베이컨버거,빵 및 과자류,햄버거,100g,280,,13.4,,3.23,414,식품의약품안전처
